preprocessed_text,label_sentiment
tanyakanrl dokter lulus kurikulum merdeka entar begini ini banyak atau lebih parah wkwkwkwkwk,negatif
hmmapanamanya sheandwhite ridwanhr tapi dengan logika kayak begitu harusny lulus kurikulum merdeka sudah bisa hitung dasar karena itu dasar banget buat cari duit tapi nyata kan masih banyak yang keteter untuk prhitungan dasar doang bayang hitung dasar saja masih belum bisa bagaimana mau survive di dunia penuh ini,negatif
taka bibit rusa sudah mulai sejak benar saat peran guru dalam kbm reduksi jadi beri feedback instead of ajar parah sama sistem full day tahun yang bikin kbm makin enggak efektif kurikulum merdeka cuma lanjut busuk yang sudah ada cuma beda kemas aja,negatif
shintaeffendi elisa jkt itu judul kurikilum merdeka tuju bodoh lokal siswasiswi tidak standar nasional sd sampai sama,negatif
zanatul di mana saya bisa dapat naskah akademik atau informasi kait kurikulum merdeka ini pak atau ada bahan baca yang dapat tuntun saya dalam paham kurikulum merdeka ini terima kasih banyak,negatif
sumpah kurikulum sekolah sekarang memang kacau bgt soal kalau di banding jaman yang pakai ktsp sampai ke mix tuh jauh lebih mending daripada tiga adek adekku yang masih sd pakai kurikulum merdeka bahkan buku paket sama lks saja iya allah kayak bagaimana iya jelas beda bgt,negatif
kemendikbud bicara soal sekolah yang terap kurikulum merdeka lama tahun sebut alami tingkat kompetensi literasi bagaimana turut kamu detikers gtgt detikcom,negatif
nakmandiri selain itu kurikulum merdeka tidak beban murid dengan pr sehingga banyak anak sekarang banyak waktu luang yang guna untuk hal ini juga rupa peran penting orang tua dalam didik anak orang tua sekarang terlalu lelah cari cuan tahu sendiri sekarang saing kerja,negatif
tapi jadi penasaran juga yang salah di kurikulum merdeka itu bagaimana kok yang sebar di internet sekarang jadi gitu pengin ngecek apakah memang sekarang jadi bodoh itu atau benar makin banyak yang pintar tapi tutup sama konten,negatif
nenkmonica nadiemmakarim gara gara kurikulum merdeka tuh banyak yang nyepelein pasti bakal bilang paling lulus semua ckckckck,negatif
kurikulum merdeka baru tahun laku untuk seluruh sekolahbuat gue justru ini masalah karena pandemi kemarin,negatif
kumpar iya begitu kalau menteri didik dengan tahu amp alam ngakali dengan yang anehaneh yang mau untung sendiri iya jadi rusak didik kita kurikulum merdeka itu sama sistem mitra ojol iya pak alibi juga sama enggak paksa kata,negatif
mdy jelas gagal realitanya ini orang bikin bagi siswa jadi tambah malas sejak un di hapus bikin kurikulum merdeka yang ribet banyak giat tapi bukan bagai tolak ukur lulus atau tidak ya siswa pada mikir kapai giat ini itu toh juga tetap lulus,negatif
nenkmonica nadiemmakarim kurikulum merdeka namun apa yang merdeka para ajar makin sulit memanage waktu makin malas makin setress attitude tata krama turun salah gaul kembang gagal pol deh,negatif
nenkmonica nadiemmakarim bahkan total turut saya sih kurikulum merdeka yang tukertukeran mahasiswa beda prodi bahkan bikin pusing enggak linier ilmu kalau lihat kurikulum bingung mau sebut sarjana apa,negatif
cerna dua kalimat ini itu butuh logika matematika sederhana kalau ambil salah satu terus jengkel coba cek lagi nilai matematika smanya eh lupa kan kurikulum merdeka iya,negatif
salah satu klaim yang paling bikin sakit kepala adalah klaim bahwa kurikulum merdeka itu asal dari guru ingat kami sejak semua ubah itu format buat dulu oleh tim khusus baru kemudian bagai organ prof guru undang untuk validasi,negatif
tampak anak smk kelas hari ini adalah hasil waris lulus sd pandemi dengan privilage lulus plus kurikulum merdeka nadiemmakarim yang benarbenar merdeka alias kondisi bodoh sudah begini masih ikut buat pandemi lagi pak prabowo stopplandemit,negatif
kurikulum merdeka aneh,negatif
salah satu wujud kurikulum merdeka,negatif
sumpah kurikulum merdeka buat saya stres anjirttt tiap hari presentasi melulu,negatif
kurikulum merdeka maksud bagaimana ya aku sudah search gugel masih bingung jg terima kasih,negatif
akan tidak bosan timbul polemik dan kontroversi kali ini kemendikbudristek pimpin nadiem kembali buat heboh kemedikbud banyak rekomendasi karya sastra murah yang umbar adegan seksualitas dan persenggamaan bagai bahan baca cara resmi untuk guru dan,negatif
salah satu hasil kurikulum merdeka entah buta huruf entah buta entah,negatif
jakarta post maret dua tahun lalu saat itu nadiem makarim nyata bahwa kurikulum ini pilih yang tidak paksa kenyataanya sekolah yang tidak segera terap segera tinggal oleh semua program menteri kini prediksi bukti paradoks bebas semu,negatif
anak smk kelas hari ini adalah anakanak waris lulus sd pandemi dengan privilage lulus dengan kurikulum merdeka nadiemmakarim yang benarbenar merdeka dari ilmu dasar alias kondisi bodoh tapi coba tanya mereka apa yang viral di tiktok hari ini jago deh,negatif
nenkmonica nadiemmakarim kurikulum merdeka tuh kurikulum terngga jelas guru bingung murid bingung menteri cuma cuap cuap doang lagi,negatif
revonugroho tanyarlfes korban sistem didik memang kurikulum merdeka sudah dari kapan tahun lalu di video itu sama ada beberapa basic knowledge sampai tetap saja dia enggak tau jawab masih clear memang bloon saja malas enggak mau ajar apa karena sistem ini semua siswa jadi bego ada juga yang pintar,negatif
nadiemmakarim prabowo stopplandemit sumandogaek mamakchayank seekracle bukanantarkota dokter kampung pongrekundharma faraz kepri kurikulum merdeka itu baru banget mandatori sekolah pakai kurmer itu juga baru tahun belakang sedang anak smk sekarang kelas sudah sd sejak pola didik sudah bobrok jauh belum itu kurmer hanya finishing bobrok tsb,negatif
baca ini gue o r o anjir kamu guru paud kemang enggak mau napak lihat lingkung sekitar kalau kurikulum merdeka tuh jelek banget njinkk salah anak sama orang tua yang gasiap iya memang indonesia gasiap pakai kurikulum giniann,negatif
kurikulum merdeka anak jual dagang buang,negatif
pernah saya sampai saat panja kurikulum merdeka di komisi kali bahwa hilang materi sejarah minat wawas global sangat kontradiktif dengan gagas bahwa kurikulum merdeka arah pada saing global dasar untuk saing seperti tahu sejarah wawas,negatif
kalo kurikulum merdeka begitu baru pkl pas kls awal jadi satu semester itu full pkl makanya enggak ada kasih materi dari sekolah kalo aku tuh mau les juga susah bagi waktu,negatif
padahal gen saja itu generasi yang paling apes sambut krismon kurikulum ktsp dadak ganti lalu ganti lagi jadi kurikulum merdeka belum lagi awal sambut pandemi global imbas usaha pada bangkrut tapi disalahin mulu,negatif
contoh deskripsi rapor kurikulum merdeka semester sdsma catat wali kelas untuk orang tua lewat tribunnews deskripsi rapor kurikulummerdeka sekolah didik,negatif
debordsbitch testimoni saya bagai anak sama kurikulum merdeka coba ribet keluar duit banyak guru jadi malas ajar dengan kedok kurikulum merdeka fakta tugas banyak tapi materi enggak nyangkut di otak kejarkejaran antara akademik sama projek antarsekolah tuh bedabeda,negatif
jangan sampai bijak kampus merdeka yang lama ini laksana rupa jadi salah satu strategi perintah mandul gera mahasiswa orientasi semua mahasiswa jadi kerja magang dan jadi profesional di luar kampus jadi malas organ dan jadi aktor gera,negatif
ini enggak bisa cuma jadi tugas kemendikbud doang kurikulum merdeka itu shortterm solution ini the paling literal sense hanya laku lama tahun dan itu masih enggak efektif untuk selesai masalah labor force mismatch belum lagi mindset bijak salah anggap,negatif
beda dapat doa qunut dalam salat subuh kunci jawab pai kelas hal kurikulum merdeka,negatif
harry poeze amp hank schulte nordholt merdeka the struggle for indonesia independence and the republic si precarious rise amsterdam amsterdam university press unduh sejarahindonesia catatanindonesia catatannusantara,negatif
jiwa merdeka malaysia madani sempena bulan merdeka tahun ini mari kita beristiqamah jiwa merdeka merdeka dari sikap assabiyah merdeka dari rasuah merdeka dari kaum merdeka dari tabiat sifat yang buruk jiwa merdeka malaysia madani kpkt gov,negatif
yang begini bukan praktek mapel biasa tapi kayak ala kurikulum merdeka,negatif
bang mbak vindhtr ini pernah misu soal kurikulum merdeka soal anak dia kelas sd suruh bikin prakarya terus jual habis itu hitung labarugi turut kamu saja sudah having sex atau belum tanya tolol juga sih ini korelasi apa,negatif
ndrypd ortu yang ada mungkin enggak suka lihat hal yang muluk susah jadi simpul kurikulum merdeka di anak sd sesuai sama amat masih belum tepat karena orang tua bagai dukung juga masih kurang bahkan yang lihat lebih effo tuh guru tak waktu itu,negatif
jokowi playbook entah itu pertalite sampai ke kurikulum merdeka cara main begini melulu emang,negatif
the us and indonesia is scarily similar ini the bad pa sometimes indotwt has similar concerns with kurikulum merdeka i swear,negatif
kalau rakyat satu turun ke jalan kalau sekarang hanya preman bayar yang turun ke jalan,negatif
guyssss here we gooo angkat pertama kurikulum merdeka sudah proyek akhir saja,netral
ini soal sas matematika kelas semester kurikulum merdeka,netral
enggak tau kenapa sender rasa semenjak kurikulum merdeka banyak kerja kelompok kalian begitu juga ga,netral
soal ulang ips kelas dan kunci jawab sumatif tahun kurikulum merdeka semester lewat tribunnews,netral
soal ulang bahasa indonesia kelas semester amp kunci jawab kurikulum merdeka tahun lewat tribunnews,netral
baru tahu sekarang sekolah enggak pakai kurikulum merdeka lg tapi kurikulum deep learning wkwk,netral
beliau ini belum pernah dengar keluh siswa kurikulum merdeka kah,netral
dalam kamus indonesia g kolff amp co bandung kata merdeka asal dari bahasa sansekerta yakni maharddhikeka lalu serap jadi merdeheka kata merdeka milik arti lepas dari hamba tiada ikat pada sesuatu,netral
revonugroho tanyarlfes itu salah satu faktor saja sih tetap kunci iya dari ajar sendiri enggak semua orang juga garagara kurikulum merdeka jadi enggak bisa yang ada karena malas saja pada enggak mau ajar picu ya kurikulum merdeka ini,netral
soal ulang agama kristen kelas dan kunci jawab tahun kurikulum merdeka semester lewat tribunnews,netral
soal ulang agama kristen kelas semester kurikulum merdeka lengkap kunci jawab tahun lewat tribunnews,netral
fisika kelas semester dinamika partikel by gabriellstrn materi kelas fisika dinamika partikel semester kurikulum merdeka kurmer,netral
gess ada yang tahu enggak paket mapel di kurikulum merdeka itu ada apa ajaa,netral
contoh soal uas pkn kelas semester kurikulum merdeka lengkap dengan jawab,netral
soal ulang antropologi kelas semester kurikulum merdeka lengkap kunci jawab tahun lewat tribunnews,netral
akak ada kurikulum merdeka,netral
ada yang punya catat materi seni tari kelas kurikulum merdeka enggak ya sender butuh banget soal t t,netral
soal uaspas pai kelas semester kurikulum merdeka dan kuncijawabannya,netral
kurikulum orang kurikulum merdeka,netral
kurikulum merdeka yang gadang bisa tingkat perata kualitas didik implementasi jauh dari harap bagaimana ngga benchmarking nya sama sistem finlandia tapi fasilitas kualitas amp sejahtera guru saja jauh dah bagus jadi proposal saja ini kurikulum merdeka,netral
kalau bahasa inggris nya kurikulum merdeka itu apa ya ada yang tau,netral
telah enggak ada kurikulum merdeka mungkin kampus bakal senang mahasiswa enggak kabur lagi di semeester bangkitkantimrobot,netral
ikut ini adalah beberapa contoh deskripsi rapor semester ganjil kurikulum merdeka jenjang sd sampai dan sma rapor kurikulum merdeka tidak hanya sekadar kumpul angka,netral
informasi yang bisa realtime joki kimia kls kurikulum merdeka yang tidak pakai ai zonaba zonauang zonajajan,netral
matematika lanjut kelas semester transformasi geometri guna matriks materi kelas matematika minat transformasi geometri semester kurikulum merdeka kurmer translasi,netral
kalau kurikulum merdeka butuh laptop banget enggak siii,netral
contoh soal ulang bahasa inggris kelas sd kurikulum merdeka dan kunci jawab uas sas lewat tribunnews arhan johny warisover afifah agaklaen banten tereliye rasulullah pramono eliano bahrain lanjutkanboikot welcomebackrenjun,netral
ciriciri kalimat deklaratif dan contoh materi bahasa indonesia kurikulum merdeka lewat tribunnews arhan johny warisover afifah agaklaen banten tereliye miftah rasulullah pramono eliano bahrain lanjutkanboikot welcomebackrenjun,netral
dengan kurikulum merdeka saat ini jika gaji guru akan ada tingkat signifikan kualitas didik didik itu bukan tentang kurikulum tapi tentang pimpin sekolah dan orangorang di sekolah,netral
soal ulang sejarah kelas semester kurikulum merdeka lengkap kunci jawab tahun lewat tribunnews,netral
telah terbit matematika smpmts kurikulum merdeka bukuerlangga klubbuku,netral
soal uji mtk kelas sd kurikulum merdeka semester tahun dan kunci jawab sumatif lewat tribunnews,netral
soal uji pjok kelas sd kurikulum merdeka semester tahun dan kunci jawab sumatif lewat tribunnews,netral
soal pas uas sas informatika kelas semester kurikulum merdeka lengkap dengan link download pdf,netral
soal uas sejarah indonesia kelas semester dan kunci jawab baru kurikulum merdeka lewat tribunnews uji uas sejarah kuncijawaban kurikulummerdeka,netral
sch sender kurmer kurikulum merdeka dominan soshum kirakira bisa enggak iya snbp linjur ke saintek geo ugm kata snbp sekarang enggak bisa linjur terima kasih yang sudah mau jawab,netral
guyss ada yang punya materi geografi kelas kurikulum merdeka ga aku cari enggak nemu kalau ada yang nemu tolong kirim kalau out of topic bilang iya biar aku tadi,netral
podcast saya dengan kompas kena implementasi kurikulum merdeka dan masalahmasalahnya di lapang,netral
aleamsbarra jangan sampai nadiem tahu produk ini nanti guru guru kurikulum merdeka wajib pakai kapur ini,netral
dampak instan kurikulum merdeka,netral
soal ulang bahasa inggris kelas dan kunci jawab tahun kurikulum merdeka semester lewat tribunnews,netral
pak ini buku enggak ada yang lebih update hah kenapa emang presiden sekarang kan pak prabowo buku ips mu itu kurikulum merdeka terbit beliau bahkan belum ada dua bulan menjabaaaaaaattttt,netral
sheandwhite kurikulum merdeka telah pantau enggak jauh beda sama standar didik us salah satu jumlah tapi pakai metode aljabar buat didik dini plek ketiplek kesan kayak oh didik negara maju kayak begini pakai ah batas itu,netral
kurikulum merdeka merdeka kapan,netral
contoh soal ulang agama kristen kelas sd kurikulum merdeka dan kunci jawab uas sas arhan johny warisover afifah agaklaen banten tereliye miftah rasulullah pramono eliano bahrain lanjutkanboikot welcomebackrenjun,netral
kurikulum merdeka,netral
soal uji agama katolik kelas sd kurikulum merdeka semester tahun dan kunci jawab lewat tribunnews,netral
soal ulang bahasa jawa kelas semester lengkap kunci jawab kurikulum merdeka tahun lewat tribunnews,netral
soal ulang geografi kelas semester kurikulum merdeka lengkap kunci jawab tahun lewat tribunnews,netral
bagaimana dapat kalian tentang kurikulum merdeka,netral
sammisoh efek kurikulum merdeka admin enggak bisa beda negara kolombia dengan filipina,netral
soal ulang agama islam kelas dan kunci jawab tahun kurikulum merdeka semester lewat tribunnews,netral
implementasi kurikulum merdeka dalam tingkat kualitas didik baca cilacapdotinfo,netral
contoh soal ulang seni budaya kelas sd kurikulum merdeka dan kunci jawab sbdp arhan johny warisover afifah agaklaen banten tereliye miftah rasulullah pramono eliano bahrain lanjutkanboikot welcomebackrenjun,netral
kurikulum merdeka murid merdeka bebas mau paham apa enggak,netral
contoh soal ulang pjok kelas sd kurikulum merdeka dan kunci jawab uas sas lewat tribunnews arhan johny warisover afifah agaklaen banten tereliye miftah rasulullah pramono eliano bahrain lanjutkanboikot welcomebackrenjun,netral
sekolah baru punya silup kenapa enggak pakai kurikulum merdeka,netral
el sulfat kamentrader hasil dari kurikulum merdeka,netral
jika sebut kurikulum merdeka tidak bisa terap cara nasional beritasatu news berita,netral
soal ulang pkn kelas semester kurikulum merdeka lengkap kunci jawab tahun lewat tribunnews,netral
kurikulum merdeka nohh syal,netral
ketika murid smk kelas kali suruh tulis angka sembilan ribu satu kurikulum merdeka nadiemmakarim memang buat rusak generasi muda,netral
soal ulang bahasa inggris kelas semester lengkap kunci jawab kurikulum merdeka tahun lewat tribunnews,netral
kola kalian nerapin kurikulum merdeka gak,netral
temanteman ada yang mau bantuin sender buat isi kuisioner ga masih butuh responden lagi kriteria guru bahasa inggris kelas guna buku kurikulum merdeka,netral
soal ulang prakarya kelas semester lengkap kunci jawab kurikulum merdeka tahun lewat tribunnews,netral
tulis opini di kumpar yang kutip nyata saya,netral
milik bentuk molekul dan hibridisasi jawab kimia kelas hal kurikulum merdeka,netral
hukum salat gerhana kunci jawab pai kelas halaman kurikulum merdeka,netral
fisika kelas semester vektor by gabriellstrn materi kelas fisika vektor semester kurikulum merdeka kurmer,netral
enggak bisa kata guru beda mapel seko dulu dan yang sekarang dan memang iya sekolah aku dulu sudah ake kurikulum merdeka sedang yang sekarang masih pakai kurikulum ipa ips,netral
halo boleh minta tolong isi kuesioner aku kriteria siswa sama yang kena kurikulum merdeka terima kasihh,netral
memang iya kurikulum merdeka kayak gin siapa nih guru jelasin dong ini nama bukan merdeka tapi derita sc tt,netral
temanteman kurikulum merdeka tetap ada siswa eligible kan,netral
soal ulang bahasa sunda kelas semester lengkap kunci jawab kurikulum merdeka tahun lewat tribunnews,netral
halo sahabatdikbud apakah kalian tahu tentang kurikulum merdeka kurikulummerdeka merdekabelajar,netral
soal uaspas ipa kelas semester dan kunci jawab bentuk pilih ganda kurikulum merdeka lewat tribunnews,netral
ini hasil kurikulum merdeka,netral
contoh soal seni rupa kelas semester kurikulum merdeka,netral
workshop kurmer ini belum tuntas belum juga pada nyantol sudah dengar mau ganti kurikulum lagi sambut moga kurikulum merdeka bisa darah daging bagaimana mau darah daging baru suntik sudah ganti obat saja,netral
soal uaspassas bahasa indonesia kelas semester kurikulum merdeka dan kunci jawab,netral
soal ulang seni budaya kelas dan kunci jawab tahun kurikulum merdeka semester lewat tribunnews,netral
contoh soal ulang akidah akhlak kelas sd kurikulum merdeka dan kunci jawab uas sas arhan johny warisover afifah agaklaen banten tereliye miftah rasulullah pramono eliano bahrain lanjutkanboikot welcomebackrenjun,netral
tanyarl hogwarts pakai kurikulum merdeka gak,netral
siswa waji tahu ini beda aslim dan pts di kurikulum merdeka kurikulummerdeka siswa,netral
contoh soal agama kelas semester kurikulum merdeka serta kunci jawab,netral
soal ulang agama katolik kelas dan kunci jawab tahun kurikulum merdeka semester lewat tribunnews,netral
contoh catat wali kelas singkat rapor kurikulum merdeka semester sdsma penuh motivasi lewat tribunnews rapor walikelas kurikulummerdeka,positif
memang enggak jelas arah didik sekarang ini bilang merdeka nyata bahkan makin kekang dengan sistem yang rumit dan enggak jelas kata temen sistem kurikulum merdeka sekarang itu murid ajar sendiri guru sibuk administrasi kan ngaco,positif
contoh soal pas pjok kelas semester kurikulum merdeka yuk ajar,positif
partaisocmed pecat karena tidak bisa kerja cepat inovasi seperti nadiem makarim yang prestasi bikin kurikulum merdeka kurang subsidi naik ukt lalu sedia student loan seperti mau baginda,positif
mulyono mana kau jika sebut kurikulum merdeka ajar tidak cocok terap cara nasional,positif
partaisocmed itu fakta ya adik adik di kurikulum merdeka anak didik enggak boleh tinggal kelas jadi bamyak anak yang belum layak naik harus naik bahkan anak sd yang belum lancar baca harus tetap naik dan itu cukup prihatin,positif
leonardo dah vinci orang jenius nyaris tanpa didik formal selain hanya baca tulis apkh ini contoh idealisme kurikulum merdeka ajar memang harus didik adalah merdeka bukan jajah homo,positif
semua mahasiswa di indonesia lebih baik jangan daftar kampus ajar deh serius enggak worth it pihak kampus ajar juga enggak transparan satusatunya program kampus merdeka mbkm yang turut enggak sesuai dengan korban mahasiswa kemdikbud ri,positif
tenwayvx karena kurikulum merdeka itu orientasi pada proses nder bukan pada hasil acu adalah nilai para ajar dapat amat dan selesai masalah lalu lima aspek utama yaitu potensi diri daya diri tingkat diri paham diri peran sosial,positif
ajar tentang akikah dan kurban kunci jawab pai kelas halaman kurikulum merdeka,positif
dannidivendra nenkmonica nadiemmakarim yang paling aku rasai lama jadi guru itu di bagi kurikulum bahkan jujur saja aku masih ajar dengan prinsip banding kurikulum merdeka,positif
berapiapi jika kritik habis nadiem dan kurikulum merdeka semprot soal uji nasional merdeka apa ajar juga tidak saat kritik nadiem jik jelas kurikulum merdeka yang beri bebas ajar tanpa ada uji tidak akan,positif
tolak revisi uu kpk guru besar indonesia sebut tidak rela negara puruk,positif
sch nilai yang enggak diitung buat rata rata snbp nilai apa saja yaa yang kurikulum merdeka,positif
video jika kritik kurikulum merdeka nilai tidak cocok cara nasional,positif
nenkmonica nadiemmakarim kurikulum merdeka murid bebas buat onar suka,positif
begini cerita kita pikir positif bahwa menteri didik ingin baik didik indonesia maka rubah kurikulum nyata kurikulum sulit difahami maka buat program tambah sekolah sesuai sp dan latih cara sampling gp untuk,positif
mau fafifuwasweswos refleksi singkat kerja dekat sama guruguru dua bulan akhir buah thread tentang kurikulum merdeka i apa itu kurikulum merdeka ii tantang besar guru iii respons atas tantang sebut buat yang mau bacabaca,positif
mau singapore math cambridge kurikulum merdeka orang even kurikulum kalau anak gizi enggak bagus suka makan upf dan papar segera mungkin rokok dan lainlain iya gimana,positif
sahabatdikbud sudah tahu tentang sesuai bijak ajar di masa pandemi dalam ubah surat putus sama sk empat menteri izin ajar tatap muka luas ke zona kuning dari mula hanya zona hijau merdekabelajar bersamahadapikorona,positif
seekracle bukanantarkota nadiemmakarim prabowo stopplandemit sumandogaek mamakchayank dokter kampung pongrekundharma faraz kepri ngatrol nilai dari belum kurikulum merdeka alam pernah ajar smk dan tahun ajar,positif
mesti ajar sama mulyono kuasa dulu militer dan polisi sandera lawan politik dengan hukum lemah kpk uu cipta kerja yang bikin masyarakat jadi emis bansos ukt tinggi yang bikin rakyat putus asa dan bodoh kurikulum merdeka yang bikin enggak ajar,positif
telah kurikulum merdeka ajar sejarah smasederajat susut dari jp kurtilas susut jadi jp kurikulum merdeka ikut lembar sejarah darah yang hilang tread,positif
pada kurikulum merdeka sumber ajar sangat agam tidak hanya ajar di dalam kelas,positif
liaasister kurikulum merdeka merdeka mau pengin pintar apa goblog merdeka ke sekolah bawa buku atau sajam yang penting tiap tahun naik kelas,positif
siswa beri sempat gali potensi diri kurikulum merdeka layak tahan fraksidemokrat demokrat demokratjatim jawatimur jatim,positif
serius ini tehnik kurikulum merdeka nadiemmakarim kemdikbud asa main ular tangga kasih yang mudah buat yang susah pantas anak pada stres dan iq nya pun rendah di asean,positif
abdul mu ti akan evaluasi kurikulum merdeka ajar ppd zonasi dan tiada un,positif
kurikulum merdeka cocok untuk sekolah swasta mahal yang sudah wellestablished lebih lebih baik tiru tiongkok untuk di luar itu wkwk,positif
jika kritik kurikulum merdeka tidak cocok laku cara nasional,positif
